0, 498, 0, 91, 0, 0, 2, 120, 150, 0, 0, 0
0, 498, 1, 8, 0, 0, 2, 120, 145, 0, 0, 1
-174, 130, 1, 8, 0, 0, 2, 120, 145, 0, 1, 0
-174, 130, 1, 6, 0, 0, 2, 120, 145, 160, 0, 0
-174, 130, 1, 3, 0, 0, 2, 120, 145, 160, 0, 0
-282, -80, 1, 3, 0, 0, 2, 120, 145, 160, 1, 0
-282, -130, 1, 1, 0, 0, 2, 120, 145, 160, 0, 0
-282, -175, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
-282, -245, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
-282, -245, 1, 0, 0, 0, 2, 45, 145, 160, 0, 0
-200, 150, 1, 0, 0, 0, 2, 45, 145, 160, 1, 0
-100, 150, 1, 0, 0, 0, 2, 45, 145, 160, 1, 0
0, 190, 1, 0, 0, 0, 2, 45, 145, 160, 1, 0
0, 255, 1, 0, 0, 0, 2, 45, 145, 160, 1, 0
-35, 265, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
-150, 265, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
-150, 265, 1, 0, 0, 0, 2, 45, 145, 160, 0, 0
80, 265, 1, 0, 0, 0, 2, 45, 145, 160, 1, 0
155, 378, 1, 0, 0, 0, 2, 45, 145, 160, 1, 0
155, 378, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
155, 386, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
155, 391, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
155, 401, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
155, 465, 1, 0, 0, 0, 2, 120, 145, 160, 0, 0
155, 465, 1, 0, 0, 0, 2, 45, 145, 160, 0, 0
130, 227, 0, 0, 0, 0, 2, 45, 145, 160, 1, 0
192, 243, 0, 0, 0, 0, 2, 45, 145, 160, 0, 0
192, 243, 0, 0, 0, 0, 2, 120, 145, 160, 0, 0
277, 260, 0, 0, 0, 0, 2, 120, 145, 160, 0, 0
277, 260, 0, 0, 0, 0, 2, 45, 145, 160, 0, 0
95, 260, 0, 0, 0, 0, 2, 45, 145, 160, 0, 0
95, 260, 0, 0, 0, 0, 2, 45, 145, 45, 0, 0
79, 185, 0, 0, 0, 0, 2, 45, 145, 45, 0, 0
79, 137, 0, 0, 0, 0, 2, 130, 145, 45, 0, 0
79, 137, 0, 0, 0, 0, 2, 45, 145, 45, 0, 0
79, 293, 0, 0, 0, 0, 2, 45, 145, 45, 0, 0
79, 293, 0, 18, 0, 0, 2, 45, 145, 45, 0, 0
79, 293, 0, 18, 0, 0, 2, 45, 23, 45, 0, 0
79, 293, 0, 0, 0, 0, 2, 45, 23, 45, 0, 0



277, 260, 0, 4, 0, 0, 2, 45, 145, 20, 0, 0

197, 144, 0, 0, 0, 0, 2, 120, 145, 20, 0, 0
120, 144, 0, 0, 0, 0, 2, 120, 145, 20, 0, 0
120, 144, 0, 0, 0, 0, 2, 45, 145, 20, 0, 0
120, 144, 0, 22, 0, 0, 2, 45, 145, 20, 0, 0
120, 144, 0, 22, 0, 0, 2, 45, 25, 20, 0, 0
120, 142, 0, 0, 0, 0, 2, 45, 25, 20, 0, 0
85, 328, 0, 0, 0, 0, 2, 45, 25, 20, 0, 0
85, 328, 0, 0, 0, 0, 2, 110, 25, 20, 0, 0
85, 323, 0, 0, 0, 0, 2, 110, 25, 20, 0, 0
85, 323, 0, 0, 0, 0, 2, 45, 25, 20, 0, 0
85, 323, 0, 5, 0, 0, 2, 45, 25, 20, 0, 0
85, 291, 0, 5, 0, 0, 2, 45, 25, 27, 0, 0
85, 291, 0, 0, 0, 0, 2, 45, 25, 27, 0, 0
85, 291, 0, 0, 0, 0, 2, 110, 25, 27, 0, 0
85, 275, 0, 0, 0, 0, 2, 110, 25, 27, 0, 0
85, 291, 0, 0, 0, 0, 2, 110, 25, 27, 0, 0
85, 291, 0, 0, 0, 0, 2, 45, 25, 27, 0, 0
85, 291, 0, 5, 0, 0, 2, 45, 25, 27, 0, 0
109, 257, 0, 5, 0, 0, 2, 45, 25, 37, 0, 0
109, 257, 0, 0, 0, 0, 2, 45, 25, 37, 0, 0
109, 257, 0, 0, 0, 0, 2, 110, 25, 37, 0, 0
109, 290, 0, 0, 0, 0, 2, 110, 25, 37, 0, 0
109, 290, 0, 0, 0, 0, 2, 110, 25, 30, 0, 0
109, 290, 0, 0, 0, 0, 2, 45, 25, 30, 0, 0
97, 290, 0, 0, 0, 0, 2, 45, 25, 30, 0, 0
97, 290, 0, 5, 0, 0, 2, 45, 25, 27, 0, 0
97, 250, 0, 5, 0, 0, 2, 45, 25, 35, 0, 0
97, 250, 0, 0, 0, 0, 2, 45, 25, 35, 0, 0
97, 281, 0, 0, 0, 0, 2, 45, 25, 35, 0, 0
97, 281, 0, 0, 0, 0, 2, 110, 25, 35, 0, 0
97, 255, 0, 0, 0, 0, 2, 110, 25, 35, 0, 0
97, 255, 0, 0, 0, 0, 2, 45, 25, 35, 0, 0
97, 255, 0, 5, 0, 0, 2, 45, 25, 35, 0, 0
97, 225, 0, 5, 0, 0, 2, 45, 25, 42, 0, 0
97, 225, 0, 0, 0, 0, 2, 45, 25, 42, 0, 0
97, 225, 0, 0, 0, 0, 2, 110, 25, 42, 0, 0
97, 258, 0, 0, 0, 0, 2, 110, 25, 42, 0, 0
