156, 322, 0, 7, 0, 0, 2, 180, 23, 109, 0, 0, 90
189, 322, 0, 7, 0, 0, 2, 180, 23, 109, 0, 0, 90
189, 322, 0, 0, 0, 0, 2, 180, 23, 109, 0, 0, 90
172, 322, 0, 0, 0, 0, 2, 180, 23, 109, 0, 0, 90
172, 322, 0, 7, 0, 0, 2, 180, 23, 109, 0, 0, 90
0, 498, 0, 7, 0, 0, 2, 180, 23, 109, 1, 1, 90
0, 498, 0, 7, 0, 0, 2, 180, 23, 0, 1, 1, 90
0, 498, 0, 7, 0, 0, 2, 180, 23, 0, 1, 1, 90
0, 498, 0, 20, 0, 0, 2, 180, 23, 0, 1, 1, 90
0, 498, 0, 20, 0, 0, 2, 180, 180, 0, 1, 1, 90
0, 499, 0, 95, 0, 0, 2, 180, 180, 0, 1, 1, 90
