0, 498, 0, 0, 0, 0, 2, 0, 180, 0, 1, 0, 180
0, 498, 0, 95, 0, 0, 2, 0, 180, 0, 1, 0, 180
0, 498, 1, 0, 0, 0, 2, 0, 180, 0, 1, 0, 180
-174, 130, 1, 0, 0, 0, 2, 0, 180, 0, 1, 0, 180
-174, 130, 1, 0, 0, 0, 2, 0, 180, 160, 0, 0, 180
-174, 130, 1, 0, 0, 0, 2, 0, 180, 160, 0, 0, 180
-282, -80, 1, 0, 0, 0, 2, 180, 180, 160, 1, 0, 180
-282, -130, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
-282, -175, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
-282, -245, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
-282, -245, 1, 0, 0, 0, 2, 0, 180, 160, 0, 0, 90
-200, 150, 1, 0, 0, 0, 2, 0, 180, 160, 1, 0, 90
-100, 150, 1, 0, 0, 0, 2, 0, 180, 160, 1, 0, 90
0, 190, 1, 0, 0, 0, 2, 0, 180, 160, 1, 0, 90
0, 265, 1, 0, 0, 0, 2, 180, 180, 160, 1, 0, 90
-35, 285, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
-150, 265, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
-150, 265, 1, 0, 0, 0, 2, 0, 180, 160, 0, 0, 180
80, 265, 1, 0, 0, 0, 2, 0, 180, 160, 1, 0, 180
160, 378, 1, 0, 0, 0, 2, 0, 180, 160, 1, 0, 180
160, 378, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
160, 386, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 90
160, 391, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 90
160, 401, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 90
160, 465, 1, 0, 0, 0, 2, 180, 180, 160, 0, 0, 90
160, 465, 1, 0, 0, 0, 2, 0, 180, 160, 0, 0, 90
130, 227, 0, 0, 0, 0, 2, 0, 180, 160, 1, 0, 180
192, 238, 0, 0, 0, 0, 2, 0, 180, 160, 0, 0, 180
192, 233, 0, 0, 0, 0, 2, 180, 180, 160, 0, 0, 180
277, 235, 0, 0, 0, 0, 2, 180, 180, 160, 0, 0, 90
277, 235, 0, 0, 0, 0, 2, 0, 180, 160, 0, 0, 90
95, 260, 0, 0, 0, 0, 2, 0, 180, 160, 0, 0, 90
95, 260, 0, 0, 0, 0, 2, 0, 180, 45, 0, 0, 90
79, 185, 0, 0, 0, 0, 2, 180, 180, 45, 0, 0, 90
79, 137, 0, 0, 0, 0, 2, 180, 180, 45, 0, 0, 90
79, 137, 0, 0, 0, 0, 2, 0, 180, 45, 0, 0, 90
79, 293, 0, 0, 0, 0, 2, 0, 180, 45, 0, 0, 90
79, 293, 0, 18, 0, 0, 2, 0, 180, 45, 0, 0, 90
79, 293, 0, 18, 0, 0, 2, 0, 23, 45, 0, 0, 90
79, 293, 0, 0, 0, 0, 2, 0, 23, 45, 0, 0, 90
79, 293, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
40, 293, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
40, 293, 0, 0, 0, 0, 2, 180, 23, 94, 0, 0, 90
40, 293, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
40, 293, 0, 0, 0, 0, 2, 180, 23, 94, 0, 0, 90
40, 293, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
40, 293, 0, 5, 0, 0, 2, 0, 23, 94, 0, 0, 90
75, 304, 0, 5, 0, 0, 2, 0, 23, 94, 0, 0, 90
75, 307, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
75, 307, 0, 0, 0, 0, 2, 180, 23, 94, 0, 0, 90
75, 307, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
75, 307, 0, 0, 0, 0, 2, 180, 23, 94, 0, 0, 90
75, 307, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
75, 307, 0, 7, 0, 0, 2, 0, 23, 94, 0, 0, 90
105, 307, 0, 7, 0, 0, 2, 0, 23, 94, 0, 0, 90
105, 307, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
76, 307, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
76, 307, 0, 0, 0, 0, 2, 180, 23, 94, 0, 0, 90
76, 294, 0, 0, 0, 0, 2, 0, 23, 94, 0, 0, 90
76, 294, 0, 7, 0, 0, 2, 0, 23, 94, 0, 0, 90
107, 294, 0, 7, 0, 0, 2, 0, 23, 94, 0, 0, 90
107, 294, 0, 7, 0, 0, 2, 0, 23, 98, 0, 0, 90
107, 294, 0, 0, 0, 0, 2, 0, 23, 98, 0, 0, 90
86, 294, 0, 0, 0, 0, 2, 0, 23, 98, 0, 0, 90
86, 303, 0, 0, 0, 0, 2, 0, 23, 95, 0, 0, 90
86, 303, 0, 0, 0, 0, 2, 180, 23, 95, 0, 0, 90
86, 303, 0, 0, 0, 0, 2, 0, 23, 95, 0, 0, 90
86, 303, 0, 0, 0, 0, 2, 180, 23, 95, 0, 0, 90
86, 303, 0, 0, 0, 0, 2, 0, 23, 95, 0, 0, 90
86, 303, 0, 7, 0, 0, 2, 0, 23, 95, 0, 0, 90
121, 303, 0, 7, 0, 0, 2, 0, 23, 95, 0, 0, 90
121, 303, 0, 0, 0, 0, 2, 0, 23, 95, 0, 0, 90
121, 303, 0, 0, 0, 0, 2, 0, 23, 98, 0, 0, 90
121, 293, 0, 0, 0, 0, 2, 0, 23, 98, 0, 0, 90
121, 293, 0, 0, 0, 0, 2, 0, 23, 100, 0, 0, 90
100, 293, 0, 0, 0, 0, 2, 0, 23, 100, 0, 0, 90
100, 293, 0, 0, 0, 0, 2, 180, 23, 100, 0, 0, 90
100, 293, 0, 0, 0, 0, 2, 0, 23, 100, 0, 0, 90
100, 293, 0, 0, 0, 0, 2, 180, 23, 100, 0, 0, 90
100, 293, 0, 0, 0, 0, 2, 0, 23, 100, 0, 0, 90
100, 293, 0, 7, 0, 0, 2, 0, 23, 100, 0, 0, 90
135, 293, 0, 7, 0, 0, 2, 0, 23, 100, 0, 0, 90
135, 293, 0, 7, 0, 0, 2, 0, 23, 102, 0, 0, 90
135, 304, 0, 7, 0, 0, 2, 0, 23, 102, 0, 0, 90
135, 304, 0, 0, 0, 0, 2, 0, 23, 102, 0, 0, 90
110, 304, 0, 0, 0, 0, 2, 0, 23, 102, 0, 0, 90
110, 304, 0, 0, 0, 0, 2, 180, 23, 102, 0, 0, 90
110, 304, 0, 0, 0, 0, 2, 0, 23, 102, 0, 0, 90
110, 304, 0, 0, 0, 0, 2, 180, 23, 102, 0, 0, 90
110, 304, 0, 0, 0, 0, 2, 0, 23, 102, 0, 0, 90
145, 304, 0, 7, 0, 0, 2, 0, 23, 102, 0, 0, 90
145, 304, 0, 0, 0, 0, 2, 0, 23, 105, 0, 0, 90
119, 304, 0, 0, 0, 0, 2, 0, 23, 105, 0, 0, 90
119, 304, 0, 0, 0, 0, 2, 180, 23, 105, 0, 0, 90
119, 304, 0, 0, 0, 0, 2, 0, 23, 105, 0, 0, 90
119, 304, 0, 0, 0, 0, 2, 180, 23, 105, 0, 0, 90
119, 304, 0, 0, 0, 0, 2, 0, 23, 105, 0, 0, 90
119, 299, 0, 0, 0, 0, 2, 0, 23, 105, 0, 0, 90
119, 299, 0, 7, 0, 0, 2, 0, 23, 105, 0, 0, 90
151, 299, 0, 7, 0, 0, 2, 0, 23, 105, 0, 0, 90
151, 299, 0, 7, 0, 0, 2, 0, 23, 107, 0, 0, 90
151, 299, 0, 0, 0, 0, 2, 0, 23, 107, 0, 0, 90
151, 313, 0, 0, 0, 0, 2, 0, 23, 107, 0, 0, 90
151, 313, 0, 0, 0, 0, 2, 180, 23, 107, 0, 0, 90
151, 313, 0, 0, 0, 0, 2, 0, 23, 107, 0, 0, 90
151, 313, 0, 0, 0, 0, 2, 180, 23, 107, 0, 0, 90
151, 313, 0, 0, 0, 0, 2, 0, 23, 107, 0, 0, 90
151, 313, 0, 0, 0, 0, 2, 0, 23, 107, 0, 0, 90
131, 313, 0, 0, 0, 0, 2, 0, 23, 107, 0, 0, 90
131, 313, 0, 7, 0, 0, 2, 0, 23, 107, 0, 0, 90
166, 312, 0, 7, 0, 0, 2, 0, 23, 107, 0, 0, 90
166, 312, 0, 7, 0, 0, 2, 0, 23, 109, 0, 0, 90
166, 312, 0, 0, 0, 0, 2, 0, 23, 109, 0, 0, 90
146, 312, 0, 0, 0, 0, 2, 0, 23, 109, 0, 0, 90
146, 312, 0, 0, 0, 0, 2, 180, 23, 109, 0, 0, 90
146, 312, 0, 0, 0, 0, 2, 0, 23, 109, 0, 0, 90
146, 312, 0, 0, 0, 0, 2, 180, 23, 109, 0, 0, 90
146, 312, 0, 0, 0, 0, 2, 0, 23, 109, 0, 0, 90
146, 312, 0, 7, 0, 0, 2, 0, 23, 109, 0, 0, 90
181, 312, 0, 7, 0, 0, 2, 0, 23, 109, 0, 0, 90
181, 322, 0, 7, 0, 0, 2, 0, 23, 109, 0, 0, 90
181, 322, 0, 0, 0, 0, 2, 0, 23, 109, 0, 0, 90
156, 322, 0, 0, 0, 0, 2, 0, 23, 109, 0, 0, 90
156, 322, 0, 0, 0, 0, 2, 180, 23, 109, 0, 0, 90
